date,customer_id,product,price,quantity,coupon_code,shipping_city,payment_method,order_status,delivery_date,customer_email
2024-04-26,4dbacb78-7950-468a-988e-22883cbc6bd0,Printer,100,3,BUY1GET1,Phoenix,Gift Card,Shipped,2024-05-02,julieconrad@manning-oconnor.info
2023-05-08,530a518d-ab09-494a-8e05-39bb4d883544,Laptop,1000,2,FREESHIP,San Jose,Credit Card,Shipped,2023-05-13,robert60@moore.com
2023-12-30,048d5424-0fd4-45f8-a9b1-42e79f1582da,Smartwatch,200,2,SAVE10,San Diego,Credit Card,Cancelled,2024-01-03,ingramtracey@martinez.com
2024-05-15,0e2d9ce1-43ae-4851-aea3-3b73c67d55ee,Headphones,50,1,SAVE10,San Jose,PayPal,Shipped,2024-05-22,lynnjackson@gmail.com
2024-01-14,faf4e507-bb9c-4a5b-a991-d017d91d1bac,Smartphone,700,2,BUY1GET1,Phoenix,Credit Card,Shipped,2024-01-20,cantrellstephanie@hotmail.com
2025-03-28,47985762-1f33-4a83-bf8d-d33efa212a9f,Headphones,50,5,BUY1GET1,Chicago,Debit Card,Cancelled,2025-03-31,ganderson@bradford.com
2024-09-03,53108bed-6355-4099-8f97-8a80091e9945,Headphones,50,3,FREESHIP,Phoenix,PayPal,Cancelled,2024-09-09,kleinkelli@yahoo.com
2023-01-31,dce12bf3-fb1e-4d5b-95a7-2c5d2f6a1b6b,Headphones,50,2,BUY1GET1,Dallas,Credit Card,Cancelled,2023-02-05,meganmarsh@gmail.com
2023-12-18,a2ddb5eb-01b9-4798-a392-48a200ce2aec,Keyboard,30,5,SAVE10,Chicago,PayPal,Shipped,2023-12-22,hugheswyatt@yahoo.com
2023-06-12,56e6ab75-820b-421f-a9f4-f1360f2d8e3d,Monitor,150,3,BUY1GET1,Phoenix,Net Banking,Shipped,2023-06-17,teresarobbins@gmail.com
2024-02-11,6b489388-162f-471f-aabd-6263a3a1352e,Monitor,150,3,WELCOME20,San Diego,Credit Card,Cancelled,2024-02-15,scottnguyen@hotmail.com
2023-09-11,e23b59be-a5c4-4dc3-85cb-4f187674ef66,Keyboard,30,3,WELCOME20,Houston,PayPal,Cancelled,2023-09-15,williamhamilton@gmail.com
2023-07-16,e31cdbf2-1ca8-4c9e-b91f-422d888ebce2,Tablet,300,2,BUY1GET1,Los Angeles,Gift Card,Delivered,2023-07-23,zsantiago@stevens.biz
2024-12-02,9c4351ca-93ff-48f1-8736-f5cfbcef52a2,Monitor,150,3,FREESHIP,Philadelphia,PayPal,Shipped,2024-12-07,brandy83@hernandez-delgado.info
2025-04-08,4b9a258a-141c-422b-833d-b775c7df1239,Headphones,50,1,FREESHIP,San Antonio,PayPal,Shipped,2025-04-13,georgecampbell@miller.net
2023-11-03,ebaebe51-6cf4-4ba0-8350-852227e156d6,Laptop,1000,1,WELCOME20,Los Angeles,PayPal,Returned,2023-11-08,graymatthew@yahoo.com
2025-04-19,be39a6fb-368c-4c26-acb4-371f89e47271,Smartwatch,200,5,WELCOME20,San Jose,Gift Card,Delivered,2025-04-21,charles27@gmail.com
